,m318,m858,m50,m527,m1198,m904,m260,m750,m912,m2762,m913,m1193,m923,m908,m1221,m593,m1252,m2028,m1136,m2324,m1234,m2858,m2571,m1197,m1233,m1196,m296,m1213,m541,m608,m1225,m969,m1278,m919,m1247,m1208,m2804,m110,m2692,m1617,m3114,m1219,m1304,m1358,m1242,m111,m1288,m1704,m1214,m3147,m1240,m1,m1230,m1089,m1291,m2396,m1200,m2997,m1294,m1036,m2918,m1222,m47,m3578,m1258,m457,m1259,m1090,m1387,m356,m1206,m2959,m150,m1307,m924,m589,m1961,m3421,m1610,m3671,m1210,m1394,m3471,m2194,m920,m1674,m1270,m1079,m2791,m1097,m1265,m1784,m223,m32,m1954,m1220,m2268,m2599,m3481,m590
u2534,,,,,,,,,,,,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,4.0,,,,,2.0,,,,,,,,,,,3.0,,
u2535,5.0,,,5.0,,,,,,,,5.0,,,,,,,,4.0,,4.0,,,,,,,,4.0,5.0,,1.0,5.0,5.0,,,4.0,,3.0,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,5.0,,5.0,,,,,,,,2.0,5.0,,5.0,,,,,,,5.0,,,,,,,,
u2536,,,,,,,,,,,,4.0,,,,5.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,3.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,,,,,
u2537,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,,4.0,,4.0,5.0,4.0,5.0,5.0,4.0,4.0,,,4.0,4.0,4.0,,4.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,,4.0,,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,,4.0,4.0,4.0,4.0,,,5.0,4.0,3.0,4.0,,3.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,,3.0,3.0,3.0,5.0,4.0,5.0,4.0,5.0,4.0,,,,4.0,4.0,3.0,2.0,4.0
u2538,,,,,5.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,3.0
u2539,,4.0,,,5.0,,4.0,,,,,,,,4.0,,,3.0,,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,4.0,,,,,,5.0,,,,,,3.0,,5.0,,,4.0,,4.0,,,,4.0,,,4.0,,,,,,,5.0,,,5.0,,4.0,,,4.0,,,,,,,,,,,,,,,,
u254,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,4.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,
u2540,5.0,,5.0,5.0,,,,,,5.0,,,,,,4.0,,5.0,,,,,,,,,5.0,4.0,,5.0,,,,,,,,5.0,,5.0,,,,4.0,,,,5.0,,,,,,,,5.0,,4.0,,,,,3.0,,,,,,,,,,5.0,,,,,,4.0,,5.0,,,,,,,,,,3.0,5.0,,,,,4.0,,,5.0
u2541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,4.0,,,,,,,,,3.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,4.0,,4.0,,,,,,,,,
u2542,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,4.0,,,,,,,,3.0,,,,,,,,,,,
u2543,5.0,,,5.0,,,,,,,,5.0,,,,5.0,,4.0,,,,,,,,,,4.0,,,4.0,,,5.0,4.0,,,,,,,,,,,,,5.0,4.0,4.0,,,,,,,,,,,,,,,,5.0,,,,5.0,,,,,,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,
u2544,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,,4.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,3.0,4.0,3.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,,4.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0
u2545,5.0,,,5.0,5.0,,,5.0,,,,,,,,5.0,,,,5.0,,,,,5.0,5.0,4.0,,,,5.0,,,,,,5.0,,,,,,,,4.0,,,4.0,,5.0,5.0,,,,,,,,,,,,,,,4.0,,,,,,,,4.0,,,,,,,4.0,,,,,,,,,,,,1.0,,,,,,,
u2546,,4.0,5.0,3.0,,4.0,4.0,4.0,,,4.0,4.0,,,3.0,,4.0,,5.0,,,4.0,,,2.0,,5.0,3.0,4.0,,4.0,4.0,,4.0,4.0,4.0,3.0,,,4.0,,4.0,,4.0,,,4.0,,2.0,,,,,,,1.0,,,4.0,,,,,4.0,,,4.0,,,,,,3.0,,4.0,,,,,,,4.0,4.0,,5.0,,,2.0,,,,,,,,,,,4.0,
u2547,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,,5.0,5.0,5.0,5.0,,4.0,5.0,4.0,5.0,,,5.0,2.0,3.0,,,5.0,4.0,3.0,5.0,4.0,5.0,,4.0,4.0,,4.0,3.0,,5.0,,,,,,,,,,,,,,,,3.0,,,4.0,4.0,,,,,,,4.0,5.0,,,3.0,,,3.0,,,,,,,,,,,5.0,,,,3.0,,,,,,,,,4.0,3.0,
u2548,,,,,,,,,,5.0,,,,,,,,,,,,4.0,,,,5.0,,,,,,,,,,,,3.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,
u2549,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,3.0,,,,,,,2.0,,,,,,5.0
u255,4.0,,,5.0,4.0,,5.0,,,5.0,,,4.0,,,4.0,,4.0,,,4.0,,5.0,,,4.0,,,4.0,4.0,5.0,,,,,,4.0,5.0,,,,,5.0,4.0,5.0,,,,4.0,4.0,5.0,4.0,,,,,4.0,,,5.0,5.0,4.0,4.0,4.0,4.0,4.0,,4.0,,5.0,,5.0,,,4.0,4.0,4.0,,,,4.0,4.0,4.0,,,,4.0,,,4.0,5.0,,,4.0,,,4.0,,,4.0
u2550,4.0,5.0,,4.0,4.0,3.0,5.0,5.0,3.0,,3.0,4.0,,,5.0,,4.0,,3.0,3.0,,4.0,,,4.0,5.0,4.0,3.0,3.0,,,5.0,5.0,3.0,4.0,,,,,4.0,,4.0,3.0,,3.0,,,,5.0,,4.0,,,,,5.0,,,,,,,,,,,,,4.0,,,,,,5.0,,,,,3.0,5.0,,,,4.0,5.0,,,,3.0,,,,,,,,,,4.0
u2551,,,,,,,5.0,,,,,,,,3.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,4.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,3.0,,,5.0,,,,,4.0,,
u2552,,,,4.0,4.0,,5.0,,,,,,,,,,,,,,,,,5.0,,4.0,3.0,,,,,,,,,,2.0,,,,,,,,4.0,,,,,,,,,1.0,,,,,,4.0,4.0,,,,,4.0,,,,4.0,,,4.0,3.0,,3.0,4.0,,5.0,,4.0,,,,,4.0,,,,4.0,5.0,,,,,,,,,
u2553,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,4.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,5.0,,4.0,,,,,3.0,,,,,,,,,4.0,,,,,
u2554,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,5.0,,,,,,4.0,,5.0,,,,,,,,,,,5.0,,,,,,5.0,,,,,,,,,,,5.0,,,,,,,,,,5.0,3.0,,,,,,,,5.0,,,,2.0,,,,,,,,,5.0,4.0
u2555,,5.0,4.0,,4.0,4.0,4.0,4.0,,5.0,3.0,,,4.0,5.0,4.0,3.0,,5.0,,4.0,3.0,3.0,,4.0,5.0,4.0,,5.0,4.0,,4.0,4.0,5.0,5.0,2.0,,5.0,,4.0,,5.0,,,,,,3.0,4.0,,4.0,3.0,4.0,4.0,4.0,,,,,,3.0,,,,,3.0,5.0,,,,4.0,,,3.0,2.0,,4.0,4.0,,3.0,3.0,,3.0,,,4.0,,3.0,,4.0,,,,,5.0,,,3.0,,
u2556,,,,2.0,,4.0,,,,,,,,,,2.0,,,,,,3.0,2.0,,,,2.0,,,,4.0,,,,,,,,,4.0,,,,,,,,3.0,,,,,,,,,,4.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
u2557,,,5.0,4.0,,,,,,,,,,,5.0,3.0,,,,5.0,,4.0,2.0,,,,5.0,,,3.0,,,,,2.0,,,,4.0,4.0,,,,,,3.0,,5.0,,,,,,5.0,,,,,,,,,5.0,,,,,,,3.0,,2.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,3.0
u2558,,,,,4.0,,4.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,,,,,,,,,,,,,,,,4.0,,,,,,,,2.0,,,,,,3.0,,1.0,,,,5.0,,,4.0,,,,,,,,,,
u2559,4.0,5.0,5.0,,5.0,4.0,5.0,,5.0,5.0,4.0,,,5.0,4.0,5.0,,5.0,,,4.0,5.0,5.0,4.0,,5.0,4.0,,,3.0,,3.0,,,,,,5.0,,4.0,,5.0,,,5.0,,,,4.0,4.0,4.0,4.0,,,5.0,4.0,4.0,,,5.0,,,4.0,5.0,,5.0,,,4.0,5.0,,3.0,,,4.0,,,,5.0,,5.0,,4.0,,,4.0,5.0,,,4.0,4.0,,,3.0,,,5.0,4.0,,4.0
u256,,5.0,,,5.0,,,,,,,,,,5.0,,5.0,5.0,,,,,4.0,,5.0,5.0,,,5.0,,,5.0,,,,,,5.0,,,,,5.0,,,,,,,,5.0,,,,,,,,,3.0,,,,5.0,,,,,,,,,,,,5.0,,,,,4.0,,,3.0,,,,,,,,,,,4.0,,,,,
u2560,5.0,,,5.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,5.0
u2561,4.0,4.0,,,,,,,,,,4.0,,,4.0,4.0,,5.0,,3.0,,5.0,,,4.0,3.0,,3.0,,3.0,5.0,,,4.0,5.0,,,,,,,,4.0,,,,,,,,,,,,,4.0,,3.0,,,,,,,,,,,,4.0,,,,,5.0,,4.0,,,,,,5.0,,4.0,,,,,3.0,5.0,4.0,,,,,,5.0,,
u2562,4.0,4.0,4.0,4.0,,,5.0,,,,,,,,4.0,4.0,,5.0,,,,5.0,5.0,,,5.0,5.0,3.0,4.0,3.0,,,,,,,5.0,,,5.0,5.0,,,,,,,,3.0,,,5.0,,4.0,,,5.0,,,,,,5.0,,,,,,,,,,,,,4.0,,,,,5.0,,,4.0,,,5.0,,,4.0,,,,5.0,,,4.0,,,
u2563,4.0,,,,,,,,,,,,,,,4.0,,2.0,,,,,,,,,2.0,4.0,,,,,,,,,,4.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
u2564,2.0,3.0,,4.0,4.0,,3.0,,,4.0,,,,,,,,4.0,,,5.0,3.0,,4.0,,,,4.0,,4.0,,,,,,,,,,,3.0,,,,,,,4.0,,,,3.0,4.0,,,4.0,,4.0,4.0,4.0,4.0,,,,,5.0,,,,,,,,,,,,,3.0,,3.0,,,,,,4.0,4.0,,,3.0,,,,,,,,,
u2565,5.0,,,5.0,4.0,,5.0,,,5.0,,5.0,,,,,,5.0,1.0,,,5.0,5.0,,,4.0,5.0,,,,3.0,,,4.0,,,,2.0,,,,,,,,,,,4.0,5.0,,4.0,,,,1.0,,,4.0,,3.0,,,,,,,,5.0,5.0,,2.0,5.0,4.0,2.0,,,,,2.0,,,4.0,,,5.0,5.0,,,4.0,5.0,,,,4.0,4.0,,,,5.0
u2566,4.0,3.0,,5.0,5.0,,5.0,3.0,5.0,5.0,3.0,,,,3.0,,,4.0,3.0,,5.0,2.0,5.0,,3.0,4.0,,,3.0,,,4.0,3.0,4.0,5.0,5.0,,4.0,,,4.0,,,,,,,,3.0,4.0,4.0,4.0,,,4.0,,,,,4.0,,,,5.0,,5.0,,,2.0,5.0,,,4.0,,2.0,5.0,4.0,4.0,4.0,4.0,4.0,,3.0,,,,5.0,2.0,4.0,5.0,5.0,,,,3.0,,4.0,,,
u2567,5.0,4.0,5.0,,5.0,,5.0,5.0,,5.0,,4.0,5.0,4.0,,4.0,4.0,5.0,3.0,,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,,,4.0,4.0,3.0,5.0,4.0,4.0,,,,,3.0,4.0,5.0,3.0,4.0,,3.0,4.0,4.0,4.0,,5.0,,,4.0,2.0,3.0,4.0,,4.0,4.0,4.0,4.0,5.0,,3.0,3.0,2.0,4.0,,,4.0,5.0,3.0,,,3.0,4.0,4.0,4.0,,,2.0,3.0,4.0,4.0,3.0,4.0,3.0,,4.0,4.0,4.0,4.0,3.0,,3.0,
u2568,,,,,,,4.0,,,5.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,4.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,3.0,,,,,,,
u2569,,,,,,,,,,,,5.0,,5.0,,,,,,,,3.0,,,,,,,,5.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,3.0,
u257,,,,5.0,,,,,,5.0,,,,,,5.0,,5.0,,,,5.0,5.0,,,,,,,5.0,,,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,,,,,5.0,,,5.0,,,,4.0,,,,,,4.0,,,,,,,,,,,,,,4.0,,,,5.0,,,,,,5.0
u2570,5.0,,3.0,5.0,,,,,,5.0,,,,,,5.0,,2.0,,,,3.0,,,5.0,,4.0,3.0,,5.0,,,,,,,,,,,,,,5.0,,,,5.0,,5.0,,,,,,2.0,,,,,,,,,,5.0,,,,5.0,,,3.0,,,,,,4.0,,,,,,,,,,,,5.0,5.0,,,,,,,,3.0
u2571,,,,,5.0,,5.0,,,,,,,,,,,,4.0,,,,,,,5.0,,,,,,5.0,4.0,4.0,,,,,,,5.0,4.0,,,,,,,5.0,,,,3.0,,2.0,,,,3.0,,,,,,,,,,3.0,5.0,,,,,3.0,,,,5.0,,5.0,,,,,,5.0,,,5.0,,,,,,,,,,
u2572,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,4.0,,,,5.0,5.0,4.0,4.0,5.0,,5.0,,5.0,5.0,5.0,4.0,5.0,,4.0,,5.0,,,4.0,5.0,,5.0,,4.0,,4.0,,5.0,5.0,4.0,,,,3.0,5.0,,5.0,4.0,,4.0,,5.0,5.0,5.0,5.0,,,,4.0,,5.0,4.0,,,4.0,4.0,5.0,,4.0,,5.0,5.0,,,,,4.0,,3.0,,,,4.0,,,4.0,4.0,,,4.0,,,3.0,,,
u2573,,5.0,,5.0,5.0,,5.0,5.0,,4.0,,,,,5.0,,,5.0,,,,5.0,5.0,,5.0,4.0,,,,,,,,,,5.0,,5.0,,,,,5.0,,4.0,,,,4.0,,5.0,,5.0,,4.0,4.0,5.0,4.0,4.0,5.0,,4.0,,5.0,,5.0,,4.0,5.0,4.0,,,,,,5.0,,,,,4.0,,,3.0,,,,,,,,,,,,4.0,,,,
u2574,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,,5.0,4.0,,,,,,,,3.0,,,,,,,,,,,5.0,5.0,,5.0,,,,,,,,,,,,,,,5.0,,,,,,,,5.0,,5.0,4.0,,,,,,,,,,,,,,,,,,,
u2575,,5.0,,,5.0,,3.0,,,5.0,3.0,3.0,,,5.0,,,5.0,,,,5.0,5.0,5.0,,4.0,5.0,4.0,,,,,,,,,,5.0,,,,4.0,,,,,,,5.0,,5.0,,,,4.0,3.0,3.0,5.0,,4.0,,4.0,,5.0,,4.0,,,5.0,,,5.0,,,,4.0,,,4.0,,3.0,,,,,,,,,,,,,,4.0,4.0,,,,
u2576,,,,,5.0,,4.0,,,,,,,,,,,4.0,,,,,5.0,5.0,,4.0,,,4.0,4.0,,,,,,4.0,,4.0,5.0,,4.0,,,,4.0,,,,4.0,,4.0,4.0,,,4.0,,5.0,,,3.0,,4.0,,,3.0,3.0,,,,,4.0,,,,,5.0,,,4.0,,3.0,5.0,,4.0,,,,,,3.0,,,,4.0,,5.0,,,5.0,
u2577,,,,,,,,,,2.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,3.0,
u2578,,,4.0,5.0,,3.0,,,5.0,5.0,,,,,,5.0,5.0,,,,,,,,,,,,,5.0,,,,,,,,,,4.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,5.0,,,,,,,,,,5.0,,,4.0,,,4.0,,,,,,,,,,,,,,,,,,
u2579,4.0,,5.0,,4.0,3.0,4.0,5.0,5.0,,,,,,,5.0,,,4.0,,,5.0,,,5.0,,,,5.0,,5.0,,,5.0,5.0,5.0,,,,,,,4.0,,,,,,,,,4.0,5.0,,,,,,5.0,,,,,,,,,,,3.0,,,,,5.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,
u258,5.0,,3.0,5.0,5.0,,5.0,,,,,,,,,5.0,,5.0,,5.0,,5.0,4.0,,,5.0,,,,,,,,,,,,5.0,,3.0,,,,1.0,4.0,,,,,4.0,4.0,5.0,,3.0,5.0,5.0,,1.0,,4.0,,,2.0,5.0,,5.0,,,,,,,,,2.0,4.0,,,5.0,,5.0,,,,,4.0,,,,2.0,1.0,2.0,3.0,2.0,5.0,,,,,
u2580,,,,,,,,,,,,3.0,3.0,,,,,4.0,,5.0,,,,4.0,,,,3.0,,,,,,,,5.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,5.0,,,,,3.0,5.0,,,4.0,5.0,,,,3.0,,,,
u2581,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,,5.0,4.0,,4.0,4.0,5.0,,4.0,5.0,4.0,5.0,,,5.0,,5.0,4.0,,,4.0,,5.0,,4.0,,5.0,5.0,5.0,,5.0,,,,5.0,4.0,,2.0,,3.0,5.0,4.0,3.0,5.0,5.0,4.0,2.0,5.0,5.0,2.0,,,3.0,,2.0,,5.0,4.0,,4.0,5.0,,,,,5.0,4.0,,,5.0,,4.0,3.0,4.0,
u2582,,,,,,,,,,,,,,,,,,5.0,5.0,,,4.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,5.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,
u2583,,5.0,,,5.0,4.0,5.0,,,5.0,,,,3.0,5.0,5.0,,,,,5.0,,,3.0,,5.0,5.0,5.0,,,,,,5.0,5.0,,,,,,5.0,5.0,5.0,,,5.0,,,5.0,,5.0,5.0,,,5.0,,5.0,,5.0,5.0,4.0,,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,,5.0,,4.0,5.0,,5.0,5.0,5.0,5.0,3.0,5.0,4.0,,5.0,4.0,,5.0,5.0,3.0,,,,4.0,5.0,,,,
u2584,3.0,,,,,,,,,,,3.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,
u2585,4.0,4.0,,4.0,4.0,,4.0,,,4.0,,4.0,,4.0,,4.0,4.0,4.0,3.0,4.0,,,,,,3.0,,,,4.0,3.0,4.0,,5.0,5.0,,,,,4.0,,,4.0,,,,,4.0,,5.0,4.0,3.0,,,,2.0,4.0,,4.0,4.0,,,,,,5.0,,,4.0,4.0,,,4.0,,,,,2.0,4.0,,,,,,,4.0,,,,4.0,,4.0,,,,,4.0,,,3.0
u2586,,,5.0,,,5.0,3.0,,,,,,,,,,,,4.0,,,5.0,,,,,5.0,,,,2.0,,,,,,,,4.0,5.0,,5.0,,,,5.0,5.0,,,,,,,,,,,4.0,,,,,,,,,,,3.0,,,,,,4.0,,,,,4.0,,5.0,,,,,,4.0,,,,,,,,,,,,
u2587,,,,5.0,,,,,,,,,,,,,,5.0,,,,,,,5.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,5.0,,,5.0,5.0,,,,,,,,,5.0,,,,,,,,,,,
u2588,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,3.0,5.0,,,,,,,,
u2589,4.0,5.0,3.0,4.0,5.0,,5.0,,,3.0,,,5.0,4.0,,4.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,,,4.0,4.0,4.0,,5.0,5.0,,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,,4.0,,,,4.0,,3.0,,,3.0,,,,3.0,3.0,,4.0,3.0,3.0,,,3.0,,4.0,4.0,4.0,,5.0,,,3.0,4.0,4.0,4.0,3.0,,4.0,,,,4.0,4.0,4.0,4.0,,2.0,3.0,4.0,,4.0,,4.0,4.0,,,,4.0,,
u259,5.0,5.0,5.0,,,,4.0,,5.0,,,5.0,,,5.0,5.0,5.0,4.0,5.0,5.0,,4.0,4.0,,,3.0,5.0,5.0,4.0,5.0,5.0,,,,,,,5.0,5.0,4.0,,,,,5.0,5.0,,5.0,5.0,2.0,,,,5.0,,5.0,4.0,4.0,,3.0,,,,4.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,5.0,,,4.0,5.0,5.0,3.0
u2590,,,,,,,,,,,,5.0,,,,,,,,,,5.0,5.0,,,5.0,,,,5.0,,,4.0,,,,4.0,5.0,,,,5.0,,,4.0,,4.0,,5.0,,,,,,4.0,,,,,,,5.0,,,5.0,,4.0,4.0,5.0,,,,,,,5.0,,,,,,,,4.0,,4.0,,,3.0,5.0,,,,5.0,,,,,4.0,
u2591,,4.0,,5.0,5.0,4.0,4.0,,,,,,,,,4.0,,4.0,,,,5.0,4.0,4.0,,4.0,,4.0,4.0,,3.0,,,,,,,5.0,,5.0,,3.0,,,3.0,,,4.0,3.0,,,4.0,,4.0,4.0,4.0,4.0,,,,,,4.0,,,,,,,,,,,,,4.0,,,,,4.0,,4.0,,,,5.0,,,3.0,,,,,,,,,,
u2592,4.0,5.0,,5.0,5.0,,2.0,4.0,4.0,,,,3.0,4.0,5.0,5.0,5.0,5.0,,,5.0,,2.0,,4.0,2.0,2.0,3.0,,4.0,4.0,4.0,2.0,5.0,5.0,4.0,,4.0,,5.0,,5.0,5.0,,4.0,2.0,,3.0,4.0,,,,4.0,,,3.0,4.0,,4.0,4.0,3.0,5.0,,4.0,4.0,5.0,3.0,5.0,5.0,5.0,,,5.0,5.0,2.0,,4.0,,5.0,2.0,2.0,,4.0,3.0,5.0,4.0,,3.0,,3.0,,,,,4.0,,,,,4.0
u2593,5.0,4.0,5.0,5.0,4.0,,5.0,5.0,5.0,,5.0,,,4.0,,,5.0,5.0,,,,5.0,5.0,,5.0,5.0,,,5.0,4.0,,5.0,,,,5.0,,,,5.0,5.0,5.0,4.0,,,,5.0,,,,,5.0,,,5.0,,,,5.0,5.0,,5.0,,,,,,5.0,,5.0,4.0,,,,5.0,,,,,,4.0,,,,5.0,,,,,,,,,,,5.0,,,,5.0
u2594,5.0,4.0,,,,,4.0,,,4.0,,,,,4.0,4.0,,4.0,,,,,4.0,,,4.0,3.0,,,2.0,,,,,,,,,,,4.0,,,2.0,,,,,,,,,,,,,,,,4.0,,,,3.0,,4.0,,,,,,,,,,4.0,,,,,4.0,,,,,,,,,,,,,2.0,,,,,,
u2595,,2.0,4.0,5.0,,,5.0,4.0,,4.0,,,,,,,,5.0,2.0,,,1.0,5.0,,5.0,4.0,1.0,,2.0,,,,,,,,3.0,4.0,5.0,3.0,4.0,,,,,,,5.0,,,,4.0,,,,2.0,,,,,,,,,,4.0,,,,4.0,,,5.0,,2.0,3.0,,,4.0,,5.0,,,,,,5.0,,,,4.0,,,,,,,,3.0,
u2596,,,,,,,3.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,4.0,,,,,,,,,,,,3.0,,,,,,,,,
u2597,4.0,4.0,,,,,,,4.0,,,4.0,,,,,,,,,,,,4.0,,,,,,,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,4.0,,,,,4.0,,,,,,4.0,,,,,3.0,,,,,,,,4.0,
u2598,,5.0,,3.0,5.0,,5.0,,,,,,,,4.0,4.0,,,,,,2.0,,,,5.0,,,3.0,,,,,,,,,,,,,,,,,,,,4.0,,4.0,,,,,,4.0,,,4.0,,3.0,,,,,,,4.0,,,,,,,,,,,,5.0,,,,,,3.0,,,,,,,,,,,,,
u2599,4.0,5.0,,,5.0,3.0,5.0,4.0,3.0,,,,4.0,,5.0,,,,5.0,,,,5.0,5.0,,5.0,4.0,,5.0,3.0,,,,,,,,5.0,,,3.0,,,,3.0,4.0,5.0,,5.0,,5.0,4.0,,,4.0,,5.0,,,5.0,,,,4.0,,5.0,4.0,4.0,5.0,5.0,2.0,,,,5.0,4.0,,,4.0,,5.0,,5.0,4.0,,,5.0,,4.0,4.0,,,4.0,4.0,4.0,5.0,,,,
u26,4.0,,,,3.0,,3.0,,,,,,,,,3.0,,,,,,4.0,,,,2.0,,,,,,,,,3.0,,,,,,3.0,,,,,,,5.0,,,4.0,3.0,,,3.0,,,,,,3.0,,,,,,5.0,3.0,3.0,5.0,,,,4.0,,3.0,4.0,3.0,,,,5.0,,,,,3.0,2.0,1.0,2.0,4.0,5.0,,,3.0,2.0,4.0,,,
u260,,,,,5.0,,3.0,,,,,,,,,,,5.0,,,,,5.0,5.0,,5.0,,,,,,,,,,,,5.0,,,,,,,5.0,,,5.0,3.0,,4.0,,,,5.0,,,,,5.0,,,,,,,,,4.0,,,,,,,3.0,,,5.0,,4.0,,,5.0,,,,,,,,,,,,5.0,,,,
